sysbench 1.0.20 (using bundled LuaJIT 2.1.0-beta2)

Running the test with following options:
Number of threads: 1
Report intermediate results every 1 second(s)
Initializing random number generator from current time


Extra file open flags: directio
64 files, 10.938GiB each
700GiB total file size
Block size 16KiB
Number of IO requests: 0
Read/Write ratio for combined random IO test: 1.50
Calling fsync() at the end of test, Enabled.
Using synchronous I/O mode
Doing random r/w test
Initializing worker threads...

Threads started!

[ 1s ] reads: 14.22 MiB/s writes: 9.48 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.122
[ 2s ] reads: 14.63 MiB/s writes: 9.75 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.102
[ 3s ] reads: 14.42 MiB/s writes: 9.62 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.044
[ 4s ] reads: 14.42 MiB/s writes: 9.59 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.184
[ 5s ] reads: 12.36 MiB/s writes: 8.25 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.637
[ 6s ] reads: 13.00 MiB/s writes: 8.67 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.417
[ 7s ] reads: 12.66 MiB/s writes: 8.44 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.469
[ 8s ] reads: 12.70 MiB/s writes: 8.45 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.697
[ 9s ] reads: 13.42 MiB/s writes: 8.97 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.295
[ 10s ] reads: 12.33 MiB/s writes: 8.22 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.891
[ 11s ] reads: 12.19 MiB/s writes: 8.13 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.891
[ 12s ] reads: 11.94 MiB/s writes: 7.94 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.667
[ 13s ] reads: 12.42 MiB/s writes: 8.28 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.925
[ 14s ] reads: 11.50 MiB/s writes: 7.69 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.032
[ 15s ] reads: 14.48 MiB/s writes: 9.64 MiB/s fsyncs: 0.00/s latency (ms,95%): 0.872
[ 16s ] reads: 11.17 MiB/s writes: 7.45 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.996
[ 17s ] reads: 11.97 MiB/s writes: 7.98 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.925
[ 18s ] reads: 11.31 MiB/s writes: 7.55 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.069
[ 19s ] reads: 6.44 MiB/s writes: 4.28 MiB/s fsyncs: 0.00/s latency (ms,95%): 4.999
[ 20s ] reads: 11.98 MiB/s writes: 8.00 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.032
[ 21s ] reads: 13.44 MiB/s writes: 8.95 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.608
[ 22s ] reads: 14.12 MiB/s writes: 9.41 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.205
[ 23s ] reads: 12.69 MiB/s writes: 8.45 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.857
[ 24s ] reads: 15.27 MiB/s writes: 10.19 MiB/s fsyncs: 0.00/s latency (ms,95%): 0.797
[ 25s ] reads: 9.45 MiB/s writes: 6.31 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.477
[ 26s ] reads: 10.83 MiB/s writes: 7.20 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.032
[ 27s ] reads: 10.27 MiB/s writes: 6.86 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.433
[ 28s ] reads: 12.20 MiB/s writes: 8.12 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.608
[ 29s ] reads: 12.86 MiB/s writes: 8.56 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.469
[ 30s ] reads: 13.80 MiB/s writes: 9.20 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.122
[ 31s ] reads: 13.59 MiB/s writes: 9.08 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.142
[ 32s ] reads: 14.08 MiB/s writes: 9.38 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.295
[ 33s ] reads: 12.70 MiB/s writes: 8.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.759
[ 34s ] reads: 12.70 MiB/s writes: 8.47 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.608
[ 35s ] reads: 11.44 MiB/s writes: 7.62 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.996
[ 36s ] reads: 12.50 MiB/s writes: 8.34 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.523
[ 37s ] reads: 11.83 MiB/s writes: 7.88 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.728
[ 38s ] reads: 9.61 MiB/s writes: 6.41 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.389
[ 39s ] reads: 12.30 MiB/s writes: 8.20 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.857
[ 40s ] reads: 11.06 MiB/s writes: 7.37 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.891
[ 41s ] reads: 12.95 MiB/s writes: 8.64 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.417
[ 42s ] reads: 10.36 MiB/s writes: 6.91 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.477
[ 43s ] reads: 10.27 MiB/s writes: 6.84 MiB/s fsyncs: 0.00/s latency (ms,95%): 2.389
[ 44s ] reads: 11.31 MiB/s writes: 7.53 MiB/s fsyncs: 0.00/s latency (ms,95%): 1.925
